,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mid-Way Through 2018-19 Season,Mid-Way Through 2018-19 Season,,,,,,,,,,,,,,,,,,,,
Step,League,"2021-22
Position",2021-22 Promoted,"2022-23
5,Wessex League Premier Div.,17,1,18,1,United Services Portsmouth,,,"1,497","1,942","2,014","2,171",,,"2,400","2,946","3,164","3,253","3,309",,"3,399","3,485","3,536",176,,,,
5,Wessex League Premier Div.,18,1,17,1,Bournemouth ,,,812,"1,857","1,862","2,002","2,062",,"2,155","2,213","2,701","2,913","3,008",,"3,241","3,370","3,450",362,,,,
5,Wessex League Premier Div.,19,1,10,1,Christchurch,,,971,"1,424","1,504","1,708","2,164",,"2,293","2,354","2,713","2,867","2,931",,"3,073","3,180","3,242",249,,,,
5,Wessex League Premier Div.,20,1,12,1,Hythe & Dibden,,,"1,872","2,161","2,197","2,308",,,"2,372","2,396","2,783","2,890","2,950",,"3,056","3,137","3,208",187,,,,
5,Western League Premier Div.,4,1,2,1,Saltash United,,,"1,604","2,586","2,654","2,954",,,"3,092","3,229","3,932","4,089","4,194",,"4,560","4,807","4,905",613,,,,
5,Western League Premier Div.,5,1,4,1,Bridgwater United,,,"4,444","5,008","5,049","5,168","5,211",,"5,301","5,392","5,949","6,090","6,141",,"6,530","6,739","6,813",598,,,,
5,Western League Premier Div.,6,1,8,1,Shepton Mallet,,,"2,209","2,659","2,716","2,951","3,019",,"3,056","3,086","3,489","3,649","3,690",,"4,201","4,465","4,584",775,,,,
5,Western League Premier Div.,7,1,11,1,Clevedon Town,,,"3,002","3,397","3,408","3,536","3,558",,"3,636","3,656","3,983","4,094","4,104",,"4,299","4,409","4,474",305,,,,
5,Western League Premier Div.,8,1,16,1,Ilfracombe Town,,,,940,978,"1,087",,,"1,187","1,245","1,571","1,695","1,739",,"1,918","2,046","2,087",307,,,,
5,Western League Premier Div.,9,1,6,1,Helston Athletic,,,"1,990","2,850","2,901","3,117",,,"3,254","3,314","3,933","4,201","4,330",,"4,789","4,912","5,015",582,,,,
5,Western League Premier Div.,11,1,5,1,Buckland Athletic,,,"3,159","3,732","3,767","3,925","3,980",,"4,053","4,101","4,570","4,821","4,939",,"5,265","5,438","5,594",499,,,,
5,Western League Premier Div.,12,1,13,1,Millbrook,,,"1,239","1,488","1,515","1,650",,,"1,801","1,877","2,229","2,331","1,899",,"2,002","2,614","2,133",715,,,,
5,Western League Premier Div.,14,1,15,1,Wellington,,,"1,470","1,737","1,828","1,886","1,920",,"2,020","1,974","2,102","2,102","2,323",,"2,523","2,666","2,148",343,,,,
5,Western League Premier Div.,16,1,9,1,Street,,,"3,530","3,808","3,825","3,944","3,978",,"3,996","4,004","4,256","4,350","4,387",,"4,554","4,653","4,685",266,,,,
5,,15,1,14,1,Shrivenham,,,"2,409","2,782","2,835","2,982","3,007",,"3,036","3,052","3,291","3,328","3,340",,"3,452","3,533",,"1,124",,,,
5,,18,1,8,1,Hemsworth Miners Welfare,,,"4,836","5,319","5,358","5,469","5,514",,"5,573","5,577","5,879","5,967","6,046",,"6,199","6,349",,"1,513",,,,
6,Combined Counties League Div. One,5,1,10,1,Eversley & California ,,,"2,014","2,363","2,410","2,682",,,"2,773",,"3,055",,"3,226",,"3,326","3,414","3,479",188,,,,
6,Combined Counties League Div. One,6,1,9,1,Rising Ballers Kensington,,,632,848,906,997,,,"1,043",,"1,389",,"1,525",,"1,582","1,598","1,633",73,,,,
6,Combined Counties League Div. One,7,1,6,1,FC Deportivo Galicia,,,"3,445","3,575","3,606","3,642",,,"3,696",,"3,775",,"3,947",,"3,974","4,037","4,026",90,,,,
6,Combined Counties League Div. One,9,1,2,1,Berks County,,,,,,,,,,,"1,531",,"1,728",,"1,849","1,938","1,992",210,,,,
6,Combined Counties League Div. One,10,1,12,1,Penn & Tylers Green,,,"1,547","1,785","1,853","2,064",,,"2,161",,"2,428",,"2,591",,"2,722","2,816","2,892",225,,,,
6,Combined Counties League Div. One,10,1,18,1,Brook House,,,"2,219","2,385","2,393","2,447",,,"2,530",,"2,796",,"3,041",,"3,083","3,163","3,258",122,,,,
6,Combined Counties League Div. One,11,1,8,1,Bedfont,,,"2,325","2,778","2,859","2,957",,,"3,168",,"3,482",,"3,693",,"3,855","3,968","4,143",275,,,,
6,Combined Counties League Div. One,12,1,5,1,Langley,,,"1,019","1,078","1,108","1,224",,,"1,384",,"1,732",,"2,496",,"2,859","2,925","3,113",429,,,,
6,Combined Counties League Div. One,13,1,4,1,Amersham Town,,,,,,,,,180,,529,,798,,937,"1,033","1,188",235,,,,
6,Combined Counties League Div. One,13,1,7,1,British Airways,,,709,926,"1,035","1,148",,,"1,233",,"1,412",,"1,561",,"1,655","1,738","1,824",177,,,,
6,Combined Counties League Div. One,16,1,11,1,Westside ,,,804,"1,142","1,170","1,254",,,"1,337",,"1,551",,"1,697",,"1,777","1,910","1,982",213,,,,
6,Combined Counties League Div. One,16,1,13,1,Woodley United,,,"3,535","3,944","3,975","4,098",,,"4,205",,"4,444",,"4,730",,"4,886","4,986","5,060",256,,,,
6,Combined Counties League Div. One,17,1,3,1,London Samurai Rovers,,,,,,,,,,,584,,696,,786,887,953,191,,,,
6,Combined Counties League Div. One,18,1,20,1,Bagshot,,,"1,017","1,274","1,309","1,426",,,"1,519",,"1,796",,"1,931",,"1,986","2,028","2,092",97,,,,
6,Combined Counties League Div. One,19,1,15,1,Hillingdon Borough,,,568,578,575,582,,,379,,608,,"1,577",,"1,647","1,713","1,764",136,,,,
6,Eastern Counties League Div. One North,4,1,9,1,Norwich CBS,,,"2,748","2,966","2,975","3,057",,,"3,121",,"3,335",,"3,442",,"3,535","3,609","3,623",167,,,,
6,Eastern Counties League Div. One North,5,1,3,1,Framlingham Town,,,"1,511","1,970","1,998","2,107",,,"2,185",,"2,388",,"2,504",,"2,629","2,769","2,823",265,,,,
6,Eastern Counties League Div. One North,5,1,15,1,Wivenhoe Town,,,"3,440","3,787","3,821","3,908",,,"3,985",,"4,242",,"4,377",,"4,455","4,539","4,619",162,,,,
6,Eastern Counties League Div. One North,6,1,5,1,Whittlesey Athletic,,,"1,190","1,359","1,370","1,518",,,"1,573",,"1,887",,"1,990",,"2,075","2,168","2,209",178,,,,
6,Eastern Counties League Div. One North,8,1,11,1,Holland,,,"1,811","2,171","2,211","2,403",,,"2,554",,"3,077",,"3,302",,"3,505","3,631","3,765",329,,,,
6,Eastern Counties League Div. One North,9,1,16,1,Leiston Reserves,,,0,0,0,0,,,0,,0,,0,,0,0,0,0,,,,
6,Eastern Counties League Div. One North,10,1,13,1,Great Yarmouth Town,,,"5,931","6,589","6,663","6,819",,,"7,007",,"7,116",,"7,460",,"7,689","7,895","8,029",435,,,,
6,Eastern Counties League Div. One North,13,1,4,1,Harwich & Parkeston,,,963,"1,296","1,328","1,488",,,"1,592",,"2,008",,"2,329",,"2,504","2,679","2,800",350,,,,
6,Eastern Counties League Div. One North,13,1,12,1,Diss Town,,,"4,610","4,990","4,981","5,161",,,"5,213",,"5,451",,"5,612",,"5,742","5,901","5,960",289,,,,
6,Eastern Counties League Div. One North,14,1,8,1,AFC Sudbury Reserves,,,0,0,0,0,,,0,,0,,0,,0,0,0,0,,,,
6,Eastern Counties League Div. One North,14,1,15,1,Needham Market U23,,,0,0,0,0,,,0,,0,,"1,523",,"1,551","1,560","1,571",37,,,,
6,Eastern Counties League Div. One North,15,1,18,1,FC Parson Drove,,,,,,,,,,,962,,969,,966,667,765,-302,,,,
6,Eastern Counties League Div. One North,18,1,7,1,Cornard United,,,"2,635","3,047","3,094","3,238",,,"3,295",,"3,513",,"3,655",,"3,746","3,794","3,835",139,,,,
6,Eastern Counties League Div. One North,19,1,17,1,Haverhill Borough,,,"2,486","2,849","2,865","2,976",,,"3,038",,"3,222",,"3,338",,"3,448","3,523","3,585",185,,,,
6,Eastern Counties League Div. One South,3,1,6,1,Benfleet,,,418,628,640,738,,,781,,"1,423",,"1,941",,"2,042","2,202","2,318",261,,,,
6,Eastern Counties League Div. One South,6,1,7,1,Burnham Ramblers,,,"2,953","3,257","3,266","3,375",,,"3,429",,"3,831",,"4,033",,"4,158","4,231","4,319",198,,,,
6,Eastern Counties League Div. One South,7,1,3,1,Wormley Rovers,,,682,944,998,"1,121",,,"1,227",,"1,504",,"1,639",,"1,771","1,930","2,049",291,,,,
6,Eastern Counties League Div. One South,10,1,8,1,May & Baker Eastbrook,,,"2,054","2,472","2,539","3,066",,,"3,199",,"3,806",,"4,129",,"4,260","4,304","4,343",175,,,,
6,Eastern Counties League Div. One South,11,1,12,1,Barkingside,,,"4,103","4,482","4,493","4,605",,,"4,811",,"5,093",,"5,263",,"5,281","5,353","5,440",90,,,,
6,Eastern Counties League Div. One South,12,1,18,1,Hackney Wick,,,"3,901","5,390","5,405","5,682",,,"5,825",,"6,062",,"6,309",,"6,291","6,399","6,456",90,,,,
6,Eastern Counties League Div. One South,15,1,13,1,Enfield Borough,,,"1,587","1,839","1,846","1,943",,,"1,991",,"2,173",,"2,314",,"2,406","2,483","2,524",169,,,,
6,Eastern Counties League Div. One South,16,1,16,1,Newbury Forest,,,"1,239","1,420","1,447","1,522",,,"1,596",,"1,729",,"1,795",,"1,839","1,873","1,898",78,,,,
6,Eastern Counties League Div. One South,17,1,11,1,Park View,,,0,0,0,148,,,161,,200,,321,,389,435,493,114,,,,
6,Hellenic League Div. One,3,1,4,1,Clanfied 85,,,"1,213","1,407","1,428","1,535",,,"1,577",,"1,827",,"1,934",,"1,991","2,075","2,144",141,,,,
6,Hellenic League Div. One,6,1,13,1,Cheltenham Saracens,,,"2,143","2,325","2,332","2,405",,,"2,445",,"2,739",,"2,923",,"3,029","3,184","3,288",261,,,,
6,Hellenic League Div. One,8,1,5,1,FC Stratford,,,,,,,,,,,"2,309",,"2,451",,"2,522","2,656","2,715",205,,,,
6,Hellenic League Div. One,8,1,10,1,Long Crendon,,,647,717,731,837,,,898,,"1,146",,"1,315",,"1,382","1,480","1,535",165,,,,
6,Hellenic League Div. One,9,1,12,1,Stonehouse Town,,,"1,441","1,507","1,546","1,672",,,"1,764",,"2,006",,"2,131",,"2,200","2,293","2,355",162,,,,
6,Hellenic League Div. One,11,1,8,1,Malmesbury Victoria,,,"1,431","1,671","1,714","1,837",,,"1,918",,"1,977",,"1,989",,"1,986","1,960","1,943",-29,,,,
6,Hellenic League Div. One,12,1,9,1,Shortwood United,,,"4,680","4,931","4,917","4,958",,,"4,978",,"5,161",,"5,255",,"5,296","5,336","5,406",81,,,,
6,Hellenic League Div. One,12,1,20,1,Tytherington Rocks,,,421,699,765,843,,,901,,"1,263",,"1,387",,"1,476","1,523","1,565",136,,,,
6,Hellenic League Div. One,13,1,8,1,FC Bristol,,,850,878,887,957,,,977,,"1,130",,"1,259",,"1,421","1,485","1,518",226,,,,
6,Hellenic League Div. One,13,1,15,1,Newent Town,,,887,"1,201","1,231","1,364",,,"1,417",,"1,750",,"2,002",,"2,181","2,272","2,364",270,,,,
6,Hellenic League Div. One,15,1,7,1,Abingdon United,,,"2,050","2,445","2,457","2,582",,,"2,660",,"2,618",,"2,568",,806,"1,083","1,232","-1,485",,,,
6,Hellenic League Div. One,16,1,17,1,Moreton Rangers,,,746,783,788,881,,,911,,"1,093",,"1,201",,"1,288","1,413","1,479",212,,,,
6,Hellenic League Div. One,17,1,14,1,Bourton Rovers,,,508,526,533,567,,,591,,681,,699,,702,690,692,-9,,,,
6,Hellenic League Div. One,18,1,16,1,Kidlington Reserves,,,539,748,763,809,,,840,,952,,"1,012",,"1,039","1,080","1,100",68,,,,
6,Midland Football League Div. One,2,1,3,1,Hinckley,,,"4,397","4,901","4,942","5,127",,,"5,224",,"5,687",,"6,090",,"6,295","6,511","6,577",421,,,,
6,Midland Football League Div. One,3,1,7,1,Stapenhill,,,"1,751","2,062","2,085","2,256",,,"2,378",,"2,735",,"3,033",,"3,138","3,214","3,272",181,,,,
6,Midland Football League Div. One,6,1,5,1,OJM Black Country,,,"1,328","1,456","1,463","1,452",,,"1,448",,"1,421",,"1,669",,"1,953","2,200","2,361",531,,,,
6,Midland Football League Div. One,7,1,6,1,Bilston Town,,,"1,649","2,089","2,241","2,538",,,"2,711",,"3,140",,"3,499",,"3,826","4,024","4,131",525,,,,
6,Midland Football League Div. One,8,1,8,1,Nuneaton Griff,,,"2,778","3,112","3,159","3,300",,,"3,406",,"3,756",,"4,058",,"4,202","4,313","4,409",255,,,,
6,Midland Football League Div. One,9,1,11,1,Wolverhampton Sporting Community,,,"2,954","3,347","3,375","3,466",,,"3,515",,"3,689",,"3,850",,"3,935","4,003","4,044",153,,,,
6,Midland Football League Div. One,11,1,15,1,Wednesfield ,,,0,551,597,715,,,893,,"1,384",,"1,662",,"1,756","1,855","1,935",193,,,,
6,Midland Football League Div. One,12,1,18,1,Paget Rangers,,,"8,225","8,297","8,240","8,307",,,"8,344",,"8,437",,"8,465",,"8,514","8,488","8,459",23,,,,
6,Midland Football League Div. One,13,1,17,1,Smethwick Rangers ,,,205,628,671,787,,,875,,"1,139",,"1,286",,0,"1,526","1,588",240,,,,
6,Midland Football League Div. One,14,1,20,1,AFC Bridgnorth,,,"2,086","2,291","2,413","2,745",,,"2,896",,"3,184",,"3,364",,"3,460","3,561","3,664",197,,,,
6,Midland Football League Div. One,15,1,16,1,Cradley Town,,,613,"1,023","1,056","1,237",,,"1,339",,720,,"1,659",,"1,714","1,751","1,828",92,,,,
6,Midland Football League Div. One,16,1,14,1,Chelmsley Town,,,"2,285","2,546","2,592","2,808",,,"2,969",,"3,257",,"3,500",,"3,680","3,818","3,924",318,,,,
6,Midland Football League Div. One,17,1,12,1,Coventry Copsewood,,,"1,596","1,989","2,059","2,364",,,"2,457",,"2,693",,848,,662,724,820,-124,,,,
6,Midland Football League Div. One,18,1,10,1,Shawbury United,,,"2,242","2,748","2,795","2,946",,,"3,080",,"3,365",,"3,552",,"3,629","3,681","3,726",129,,,,
6,Midland Football League Div. One,18,1,13,1,Ingles,,,"1,237","1,510","1,531","1,629",,,"1,665",,"1,915",,"2,093",,"2,230","2,309","2,353",216,,,,
6,North West Counties League Div. One North,2,1,6,1,Holker Old Boys,,,"2,287","2,539","2,619","2,763",,,"2,896",,"3,370",,"3,811",,"3,958","4,153","4,203",342,,,,
6,North West Counties League Div. One North,4,1,9,1,AFC Blackpool,,,"4,936","5,505","5,579","5,814",,,"6,059",,"6,729",,"7,095",,"7,255","7,425","7,481",330,,,,
6,North West Counties League Div. One North,5,1,11,1,Nelson,,,"6,073","6,468","6,510","6,691",,,"6,879",,"7,205",,"7,532",,"7,584","11,405","10,088","3,873",,,,
6,North West Counties League Div. One North,7,1,13,1,Bacup Borough,,,"4,522","4,906","4,951","5,085",,,"5,216",,"5,544",,"5,774",,"5,968","6,302","6,403",528,,,,
6,North West Counties League Div. One North,8,1,15,1,Daisy Hill,,,"3,329","3,753","3,814","4,019",,,"4,210",,"4,821",,"5,230",,"5,388","5,538","5,661",308,,,,
6,North West Counties League Div. One North,10,1,14,1,Garstang,,,"1,288","1,836","1,892","2,061",,,"2,280",,"2,765",,"3,057",,"3,181","3,325","3,406",268,,,,
6,North West Counties League Div. One North,12,1,7,1,Steeton,,,"2,946","3,383","3,427","3,527",,,"3,706",,"4,129",,"4,391",,"4,504","4,626","4,696",235,,,,
6,North West Counties League Div. One North,13,1,10,1,South Liverpool,,,,,,,,,,,"3,646",,"3,950",,"4,215","4,476","4,600",526,,,,
6,North West Counties League Div. One North,14,1,16,1,Ashton Town,,,"4,758","5,263","5,403","5,798",,,"6,088",,"6,728",,"7,157",,"7,387","7,627","7,744",470,,,,
6,North West Counties League Div. One North,15,1,4,1,Ilkley Town,,,,,,,,,,,"2,548",,"2,801",,"2,959","3,095","3,143",294,,,,
6,North West Counties League Div. One North,17,1,8,1,Darwen,,,"4,485","4,950","5,075","5,217",,,"5,513",,"6,069",,"6,497",,"6,617","6,983","7,190",486,,,,
6,North West Counties League Div. One North,18,1,12,1,Atherton Laburnum Rovers,,,"4,260","4,686","4,754","4,900",,,"5,219",,"5,900",,"6,273",,"6,451","6,503","6,636",230,,,,
6,North West Counties League Div. One South,3,1,7,1,New Mills,,,"7,187","7,563","7,554","7,658",,,"7,783",,"8,229",,"8,669",,"8,825","8,925","8,961",256,,,,
6,North West Counties League Div. One South,4,1,15,1,Abbey Hey,,,"4,212","4,864","4,885","5,113",,,"5,315",,"6,001",,"6,383",,"6,586","6,766","6,921",383,,,,
6,North West Counties League Div. One South,6,1,11,1,Maine Road,,,"5,998","6,371","6,208",260,,,433,,"1,397",,"1,752",,"2,126","2,357","2,495",605,,,,
6,North West Counties League Div. One South,8,1,3,1,Sandbach United,,,"2,967","3,169","3,174","3,272",,,"3,320",,"3,543",,"3,760",,"3,825","3,887","3,922",127,,,,
6,North West Counties League Div. One South,9,1,8,1,Cheadle Heath Nomads,,,"1,656","2,386","2,437","2,654",,,"2,829",,"3,408",,"3,745",,"3,995","4,218","4,424",473,,,,
6,North West Counties League Div. One South,10,1,4,1,Brocton,,,"3,546","3,794","3,803","3,874",,,"3,963",,"4,324",,"4,536",,"4,671","4,820","4,837",284,,,,
6,North West Counties League Div. One South,11,1,2,1,Stockport Town,,,"4,328","5,559","5,569","5,781",,,"5,924",,"6,492",,"6,772",,"6,926","7,108","7,165",336,,,,
6,North West Counties League Div. One South,11,1,18,1,Winsford United,,,"2,747","3,422","3,469","3,645","3,696",,"3,846","3,960","4,603","4,738","4,802",,"5,036","5,252","5,422",450,,,,
6,North West Counties League Div. One South,12,1,18,1,Stafford Town,,,"3,450","3,714","3,761","3,900",,,"3,970",,"4,162",,"4,353",,"4,585","4,824","4,943",471,,,,
6,North West Counties League Div. One South,13,1,13,1,Barnton,,,"4,519","4,798","4,797","4,877",,,"5,016",,"5,308",,"5,639",,"5,942","6,261","6,868",622,,,,
6,North West Counties League Div. One South,14,1,17,1,Cammell Laird 1907,,,"6,706","7,224","7,205","7,424",,,"7,520",,"7,886",,"8,216",,"8,364","8,521","8,547",305,,,,
6,North West Counties League Div. One South,16,1,14,1,Abbey Hulton United ,,,"1,548","1,865","1,897","2,057",,,"2,219",,"2,648",,"2,848",,"2,942","3,055","3,068",207,,,,
6,North West Counties League Div. One South,17,1,10,1,Eccleshall,,,"3,888","4,217","4,211","4,357",,,"4,472",,"4,837",,"5,195",,"5,458","5,642","5,674",447,,,,
6,North West Counties League Div. One South,18,1,16,1,Alsager Town,,,"3,519","3,990","4,021","4,209",,,"4,388",,"5,058",,"5,539",,"5,858","6,009","6,064",470,,,,
6,Northern Counties East League Div. One,3,1,9,1,Brigg Town,,,"1,940","2,307","2,335","2,532",,,"2,715",,"3,223",,"3,402",,"3,647","3,926","4,087",524,,,,
6,Northern Counties East League Div. One,4,1,2,1,Harrogate Railway Athletic,,,"7,639","7,964","7,919","8,131",,,"8,244",,"8,595",,"8,937",,"9,067","9,193","9,237",256,,,,
6,Northern Counties East League Div. One,6,1,10,1,Selby Town,,,"2,574","3,133","3,168","3,480",,,"3,595",,"4,026",,"4,259",,"4,395","4,493","4,543",234,,,,
6,Northern Counties East League Div. One,7,1,7,1,Retford,,,"1,160","1,682","1,700","1,817",,,"1,926",,"2,280",,"2,508",,"2,629","2,794","2,873",286,,,,
6,Northern Counties East League Div. One,8,1,14,1,Parkgate,,,"4,134","4,677","4,677","4,829",,,"5,052",,"5,609",,"6,039",,"6,206","6,387","6,502",348,,,,
6,Northern Counties East League Div. One,10,1,15,1,Worsbrough Bridge Athletic,,,"3,716","4,387","4,479","4,656",,,"4,931",,"5,493",,"6,014",,"6,190","6,341","6,444",327,,,,
6,Northern Counties East League Div. One,11,1,16,1,Dronfield Town,,,"3,543","3,856","3,897","3,977",,,"4,058",,"4,372",,"4,549",,"4,655","4,748","4,760",199,,,,
6,Northern Counties East League Div. One,12,1,8,1,Armthorpe Welfare,,,"3,959","4,326","4,351","4,436",,,"4,738",,"5,162",,"5,407",,"5,488","5,565","5,607",158,,,,
6,Northern Counties East League Div. One,13,1,13,1,Ollerton Town,,,"2,589","2,969","3,004","3,208",,,"3,300",,"3,632",,"3,693",,"3,741","4,032","4,146",339,,,,
6,Northern Counties East League Div. One,14,1,12,1,Nostell Miners Welfare,,,"2,033","2,365","2,417","2,567",,,"2,710",,"3,008",,"3,175",,"3,238","3,355","3,378",180,,,,
6,Northern Counties East League Div. One,15,1,18,1,Shirebrook Town,,,"3,770","4,122","4,129","4,218",,,"4,288",,"4,548",,"4,712",,"4,762","4,997","5,225",285,,,,
6,Northern Counties East League Div. One,17,1,17,1,Glasshoughton Welfare,,,"2,586","2,833","2,870","2,946",,,"3,076",,"3,255",,"3,416",,"3,538","3,606","3,658",190,,,,
6,Northern Counties East League Div. One,18,1,19,1,Swallownest,,,"1,407","1,856","1,894","2,035",,,"2,229",,393,,833,,"1,089","1,396","1,487",563,,,,
6,Northern League Div. Two,3,1,9,1,Boldon Community Association,,,,,,,,,,,"1,892",,"2,382",,"2,512","2,588","2,649",206,,,,
6,Northern League Div. Two,5,1,11,1,Easington Colliery,,,"2,016","2,379","2,385","2,517",,,"2,713",,"3,255",,"3,582",,"3,728","3,803","3,867",221,,,,
6,Northern League Div. Two,6,1,17,1,Ryton & Crawcrook Albion,,,"1,932","2,491","2,514","2,657",,,"2,791",,"3,279",,"3,562",,"3,756","3,909","4,005",347,,,,
6,Northern League Div. Two,7,1,2,1,Horden Community Welfare,,,,,,,,,,,"2,068",,"2,326",,"2,554","2,813","2,942",487,,,,
6,Northern League Div. Two,8,1,16,1,Billingham Synthonia,,,"7,190","7,735","7,726","7,879",,,"8,055",,"8,465",,"8,954",,"9,078","9,170","9,260",216,,,,
6,Northern League Div. Two,9,1,20,1,Sunderland Westend,,,"2,099","2,184","2,220","2,393",,,"2,550",,"2,900",,"3,106",,"3,303","3,399","3,560",293,,,,
6,Northern League Div. Two,10,1,7,1,Redcar Town,,,,,,,,,,,"2,373",,"2,669",,"2,906","3,042","3,241",373,,,,
6,Northern League Div. Two,11,1,15,1,Newcastle University,,,"1,392","1,470","1,481","1,531",,,"1,599",,"1,775",,"1,898",,0,"2,018","2,039",120,,,,
6,Northern League Div. Two,12,1,18,1,Jarrow,,,"1,247","1,732","1,775","1,923",,,"2,154",,"2,685",,"2,916",,"3,089","3,230","3,366",314,,,,
6,Northern League Div. Two,15,1,6,1,Blyth Town,,,,,,,,,,,"2,204",,"2,056",,"2,268","2,372","2,741",316,,,,
6,Northern League Div. Two,16,1,10,1,Brandon United,,,"1,998","2,453","2,476","2,657",,,"2,788",,"3,140",,"3,396",,"3,641","3,893","3,969",497,,,,
6,Northern League Div. Two,17,1,14,1,Chester-le-Street Town,,,"3,901","4,372","4,391","4,534",,,"4,678",,"5,082",,"5,325",,"5,549","5,656","5,726",331,,,,
6,Northern League Div. Two,18,1,3,1,Bedlington Terriers,,,"6,915","7,181","7,157","7,324",,,"7,464",,"7,730",,"8,116",,"8,274","8,415","8,529",299,,,,
6,Northern League Div. Two,19,1,19,1,Washington,,,"4,097","4,468","4,487","4,681",,,"4,936",,"5,285",,"5,676",,"5,838","5,965","5,990",289,,,,
6,Northern League Div. Two,20,1,13,1,Esh Winning,,,"1,798","2,184","2,195","2,338",,,"2,457",,"2,856",,"3,178",,"3,333","3,438","3,534",260,,,,
6,Southern Combination League Div. One,3,1,3,1,Dorking Wanderers Reserves,,,0,184,188,199,,,214,,716,,849,,"2,046","2,372","2,512","1,523",,,,
6,Southern Combination League Div. One,4,1,9,1,Seaford Town,,,330,735,818,"1,070",,,"1,256",,"1,709",,"1,956",,"2,082","2,224","2,294",268,,,,
6,Southern Combination League Div. One,7,1,5,1,Godalming Town,,,"3,960","4,194","4,217","4,346",,,"4,410",,"4,681",,"4,863",,"4,974","5,039","5,067",176,,,,
6,Southern Combination League Div. One,8,1,6,1,Selsey,,,"2,539","2,936","2,967","3,100",,,"3,179",,"3,430",,"3,622",,"3,698","3,770","3,806",148,,,,
6,Southern Combination League Div. One,9,1,15,1,Montpelier Villa,,,,,,,,,,,"2,068",,"2,228",,"2,385","2,474","2,569",246,,,,
6,Southern Combination League Div. One,10,1,4,1,Wick,,,0,0,0,0,,,390,,723,,960,,"1,144","1,302","1,405",342,,,,
6,Southern Combination League Div. One,11,1,16,1,Forest Row,,,,,,,,,,,"1,143",,"1,317",,"1,380","1,458","1,525",141,,,,
6,Southern Combination League Div. One,12,1,8,1,Billingshurst,,,"2,025","2,240","2,300","2,463",,,"2,536",,"2,895",,"3,119",,"3,257","3,381","3,440",262,,,,
6,Southern Combination League Div. One,13,1,12,1,Mile Oak,,,"2,275","2,678","2,719","2,867",,,"2,908",,"3,152",,"3,355",,"3,466","3,526","3,576",171,,,,
6,Southern Combination League Div. One,14,1,11,1,Worthing United,,,"3,745","4,034","4,066","4,118",,,"4,203",,"4,438",,"4,567",,"4,636","4,700","4,726",133,,,,
6,Southern Combination League Div. One,15,1,14,1,Oakwood,,,"1,920","2,148","2,210","2,315",,,"2,381",,"2,589",,"2,735",,"2,782","2,867","2,893",132,,,,
6,Southern Combination League Div. One,17,1,7,1,Arundel,,,"3,639","4,053","4,091","4,211",,,"4,311",,"4,521",,"4,804",,"4,892","4,997","5,030",193,,,,
6,Southern Combination League Div. One,20,1,10,1,Chessington & Hook United,,,,,,,,,,,,,"3,592",,"3,718","3,783","3,796",191,,,,
6,Southern Counties East League Div. One,3,1,5,1,Larkfield and New Hythe,,,,,,,,,,,"1,856",,,,"2,342","2,526","2,597","2,526",,,,
6,Southern Counties East League Div. One,5,1,2,1,Tooting Bec,,,"1,776","2,282","2,375","2,586",,,"2,700",,"1,782",,,,"3,321","3,409","3,481","3,409",,,,
6,Southern Counties East League Div. One,6,1,9,1,Bridon Ropes,,,"1,043","1,200","1,206","1,281",,,"1,240",,"1,480",,,,"1,715","1,838","1,912","1,838",,,,
6,Southern Counties East League Div. One,7,1,16,1,Sporting Club Thamesmead,,,"2,842","3,181","3,209","3,312",,,"3,499",,"3,806",,,,"4,036","4,134","4,209","4,134",,,,
6,Southern Counties East League Div. One,8,1,10,1,Croydon,,,"5,873","6,471","6,496","6,684",,,"7,170",,"7,747",,,,"8,228","8,423","8,717","8,423",,,,
6,Southern Counties East League Div. One,9,1,12,1,Lewisham Borough,,,563,810,818,864,,,901,,"1,243",,,,"1,479","1,684","1,922","1,684",,,,
6,Southern Counties East League Div. One,10,1,6,1,Rochester United,,,"2,251","2,549","2,586","2,738",,,"2,826",,"3,192",,,,"3,571","3,654","3,759","3,654",,,,
6,Southern Counties East League Div. One,11,1,7,1,FC Elmstead,,,"1,979","2,222","2,271","2,361",,,"2,397",,"2,587",,,,"2,826","2,911","3,016","2,911",,,,
6,Southern Counties East League Div. One,12,1,11,1,Greenways,,,"1,219","1,474","1,493","1,614",,,"1,685",,"1,841",,,,"1,973","2,006","2,022","2,006",,,,
6,Southern Counties East League Div. One,13,1,4,1,Faversham Striker Force,,,,,,,,,,,,,,,"1,916","2,018","2,058","2,018",,,,
6,Southern Counties East League Div. One,17,1,13,1,Staplehurst Monarchs United,,,,,,,,,,,"1,770",,,,"2,004","2,112","2,186","2,112",,,,
6,Southern Counties East League Div. One,18,1,15,1,Meridian VP,,,"2,161","3,071","3,088","3,172",,,"3,275",,"3,433",,,,"3,652","3,702","3,782","3,702",,,,
6,Southern Counties East League Div. One,19,1,14,1,Forest Hill Park,,,772,868,877,938,,,968,,"1,130",,,,"1,252","1,291","1,303","1,291",,,,
6,Spartan South Midlands League Div. One,2,1,6,1,Ampthill Town,,,"1,320","1,620","1,638","1,805",,,"1,925",,"2,261",,"2,491",,"2,625","2,772","2,900",281,,,,
